battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
623,no,1.4,yes,0,yes,15,0.2,189,three,1,778,844,3510,14,4,18,yes,no,,2
962,yes,1.1,yes,3,no,17,0.1,161,,20,546,1424,3438,14,,20,no,no,no,3
1057,yes,2.7,no,3,yes,41,0.1,97,four,10,397,891,2033,16,9,2,yes,yes,no,1
1862,no,1.5,no,1,no,62,1,182,one,2,386,1046,1017,11,3,9,yes,no,no,1
555,yes,3,yes,5,yes,38,0.8,193,two,10,214,1970,1686,8,1,8,yes,no,yes,1
1000,no,2.7,no,1,yes,58,1,135,five,12,461,833,862,7,0,20,yes,no,no,0
841,no,0.5,no,6,yes,11,0.3,81,five,14,125,675,957,6,5,11,yes,yes,no,0
865,no,2.9,no,5,no,16,0.1,89,four,12,335,1009,3494,13,3,14,no,no,yes,3
999,no,2.6,yes,11,yes,56,1,165,four,13,342,1641,3083,8,4,11,yes,yes,yes,2
1232,no,1.2,no,12,no,30,0.9,131,six,14,625,761,1656,8,4,15,yes,yes,yes,1
1194,no,2.3,no,6,yes,34,0.2,165,two,12,494,509,313,15,1,19,yes,yes,no,0
612,yes,0.5,yes,1,yes,20,0.8,179,,6,1145,1487,3282,16,2,18,yes,yes,yes,3
1362,yes,2.9,no,0,no,47,0.5,186,six,4,600,1042,3629,19,17,5,no,yes,yes,3
1469,no,1.7,yes,11,yes,44,0.5,169,two,14,484,711,1687,15,5,5,yes,yes,yes,1
986,yes,0.8,no,13,yes,28,0.8,182,four,20,199,679,1149,8,7,18,yes,yes,no,0
1843,no,2.8,no,1,yes,62,0.8,104,three,7,21,832,3899,5,4,6,yes,no,yes,3
1561,no,0.5,yes,10,yes,4,0.5,134,two,13,885,1811,1783,13,12,10,yes,yes,no,2
1695,yes,0.5,yes,2,yes,47,0.5,189,five,13,308,1208,1629,8,6,11,yes,yes,no,1
667,no,2.6,yes,3,no,8,0.8,185,one,7,1015,1947,2528,11,8,8,no,yes,no,2
1768,yes,2,no,0,yes,2,0.8,88,seven,2,1303,1814,3256,9,6,5,yes,yes,no,3
1269,yes,2.8,yes,16,no,41,1,180,,17,406,1036,2341,10,9,16,no,no,yes,2
1109,yes,2.8,yes,6,no,57,0.9,151,one,12,124,833,2785,15,10,16,yes,no,no,2
936,no,0.5,yes,14,yes,14,0.1,164,three,17,150,1677,3761,13,1,12,yes,no,no,3
1713,yes,2,no,9,yes,5,0.7,199,six,16,108,1963,1513,15,6,2,yes,no,yes,1
1175,yes,1.7,yes,1,yes,45,0.6,167,two,7,90,557,2240,10,6,5,yes,yes,no,1
1940,yes,1,yes,0,yes,5,0.2,194,four,1,588,1809,820,19,18,3,yes,yes,yes,1
855,yes,0.5,no,2,yes,59,0.5,159,two,3,1028,1196,1875,16,8,8,yes,yes,yes,1
771,yes,0.5,yes,0,yes,33,0.1,157,three,17,776,1247,920,16,2,10,yes,yes,yes,0
645,no,2.5,no,10,yes,63,1,174,four,14,278,584,3615,18,8,13,yes,no,yes,2
1307,no,1.8,no,2,no,7,0.6,88,seven,3,897,1103,1412,16,9,5,no,no,yes,1
1948,no,2.9,yes,4,no,5,0.2,136,one,13,651,700,361,6,1,10,no,yes,no,0
1509,no,0.6,yes,5,no,50,0.3,81,four,8,1010,1684,1540,12,8,3,yes,yes,no,1
626,yes,2.8,yes,3,yes,11,0.8,109,two,9,737,1759,1077,6,1,4,yes,no,yes,0
1190,no,2,yes,0,no,40,0.2,93,five,1,1399,1646,3610,13,7,9,no,no,yes,3
1727,yes,2.1,yes,10,no,57,0.3,158,six,18,376,1288,512,5,2,6,no,no,no,0
1670,yes,3,no,14,no,62,0.5,114,,20,1117,1330,3024,6,0,20,no,no,yes,3
1150,yes,0.5,yes,4,yes,27,1,134,one,17,234,1947,1610,11,0,16,yes,no,no,1
1208,no,2.9,no,5,yes,16,1,175,one,19,691,1028,2201,17,16,12,yes,no,no,1
1812,yes,1.3,yes,4,yes,42,1,162,seven,15,380,1550,3338,18,13,11,yes,yes,yes,3
770,yes,1.5,yes,6,no,61,0.2,196,four,9,603,1483,3473,7,3,4,no,no,yes,3
1559,yes,1.3,yes,10,yes,10,0.3,114,,17,117,681,2203,7,5,15,yes,yes,yes,1
1902,no,0.5,no,10,no,13,0.2,155,four,11,766,877,940,14,10,15,yes,yes,no,1
1751,no,2.5,no,1,no,4,0.6,146,,9,1499,1952,1155,19,14,12,no,yes,yes,1
1416,yes,1.8,yes,0,no,20,0.1,93,four,0,1175,1578,3872,10,2,7,no,no,yes,3
1288,no,0.5,yes,3,yes,61,0.2,115,six,6,988,1503,1882,16,6,10,yes,no,yes,2
1003,yes,2.9,no,16,yes,16,0.6,119,,19,190,1905,1798,16,7,10,yes,no,no,1
1715,yes,0.5,yes,1,yes,18,0.1,96,six,3,674,1375,2598,17,2,3,yes,no,no,3
1967,no,0.5,no,0,yes,46,0.6,199,one,7,518,1374,1567,15,2,7,yes,yes,no,1
962,no,1,yes,14,no,2,0.9,125,one,20,1618,1916,1491,16,2,14,yes,no,no,1
1487,no,1.5,no,5,yes,42,0.8,120,two,7,857,989,2003,12,4,3,yes,no,no,2
1569,yes,1.6,yes,4,yes,54,0.9,190,four,6,371,665,3905,6,2,4,yes,no,no,3
1146,no,3,no,5,yes,57,0.4,111,five,10,73,583,291,19,9,11,yes,yes,yes,0
1379,yes,1.5,no,6,yes,9,0.8,118,,13,98,755,1693,11,4,18,yes,no,yes,1
1504,no,1.9,yes,7,yes,25,0.3,152,four,9,395,1853,1788,13,11,13,yes,no,yes,1
1945,no,1.2,no,3,no,26,0.7,112,six,5,1064,1540,3322,18,7,20,no,no,yes,3
1630,yes,2.8,yes,0,yes,32,0.9,80,six,1,712,1726,1751,12,10,20,yes,no,yes,2
1125,yes,2.7,no,10,no,23,0.4,117,one,14,774,939,1641,14,8,12,yes,yes,no,1
614,yes,0.7,no,4,yes,51,0.1,178,seven,7,1012,1040,2854,10,7,12,yes,no,yes,2
854,no,1,no,5,yes,17,0.9,101,four,9,730,1148,3115,7,0,2,yes,no,no,2
1470,yes,1.7,yes,6,no,45,0.1,121,one,9,777,1090,3259,10,1,14,yes,no,yes,3
1826,yes,0.5,yes,5,yes,49,0.6,172,,6,973,1633,1612,17,9,17,yes,yes,no,2
807,yes,0.5,yes,0,no,37,0.2,127,four,0,245,829,2319,5,4,4,no,no,no,1
1996,yes,2.8,yes,0,yes,7,0.1,138,five,4,937,1083,1258,17,14,16,yes,no,no,1
1083,yes,2,no,3,no,41,0.7,158,five,5,937,1164,1543,18,3,10,no,no,yes,1
1035,no,0.5,yes,14,yes,49,0.3,178,two,15,574,1171,3991,12,4,19,yes,no,no,3
1521,yes,1.6,no,5,yes,62,0.3,143,one,9,678,1630,3555,5,2,19,yes,no,no,3
1314,yes,2.8,yes,13,yes,5,1,87,four,18,82,512,3411,17,16,18,yes,no,no,3
535,no,1.9,no,5,no,24,0.2,190,,19,398,1775,524,9,3,4,no,no,no,0
673,yes,1.9,no,13,yes,35,0.4,142,six,14,1096,1570,3541,18,17,4,yes,no,yes,3
1219,no,1.6,yes,5,no,4,0.3,169,six,7,1419,1698,1998,9,2,4,no,no,no,2
1606,yes,0.5,yes,0,yes,33,0.9,200,five,0,157,770,3437,11,1,2,yes,no,no,3
1603,yes,0.5,yes,1,yes,17,0.5,114,two,8,430,1207,1637,17,3,11,yes,no,yes,1
1958,no,0.5,no,6,yes,52,0.4,153,one,14,1524,1848,3064,7,6,3,yes,no,no,3
695,no,0.5,no,18,yes,12,0.6,196,two,19,1649,1829,2855,16,13,7,yes,yes,yes,2
1441,no,0.6,yes,0,yes,53,0.5,106,one,12,254,954,1393,9,4,4,yes,yes,yes,1
1470,no,2.2,yes,4,yes,33,0.4,138,seven,10,1790,1988,1633,18,4,4,yes,no,no,2
1890,no,1.1,no,4,yes,48,0.5,127,four,5,1438,1832,2392,10,4,15,yes,no,yes,3
1152,yes,2.1,yes,0,yes,26,0.3,82,two,0,1304,1673,3284,15,2,8,yes,no,yes,3
1619,yes,0.9,no,3,no,20,0.9,117,six,9,813,1180,464,7,5,16,yes,no,yes,0
1002,yes,1.8,no,1,no,45,0.7,180,seven,7,948,1007,1234,19,13,18,yes,yes,no,0
742,yes,0.5,no,0,yes,36,0.7,139,three,1,1161,1288,292,8,0,6,yes,yes,yes,0
1306,yes,2.1,yes,2,yes,33,0.4,174,three,9,867,1258,2521,6,5,16,yes,no,no,2
1424,yes,2.9,yes,0,no,20,0.6,180,five,0,181,1199,2658,15,0,19,yes,no,no,2
942,no,1.4,yes,8,no,27,0.5,91,four,9,754,1532,587,6,3,13,no,yes,yes,0
1934,yes,2.7,no,8,yes,2,0.1,118,four,16,242,1127,2190,18,1,9,yes,no,yes,2
1290,yes,1.4,yes,19,yes,35,0.3,110,four,20,405,742,879,16,2,8,yes,no,no,0
930,no,2.1,yes,0,no,54,0.9,80,one,13,1569,1763,1743,7,1,9,no,yes,no,2
1699,yes,0.5,no,16,no,21,0.1,156,four,20,105,,1181,16,0,18,yes,yes,no,1
1849,yes,0.5,no,1,no,29,0.5,181,seven,12,978,1986,3330,14,4,15,yes,no,yes,3
1922,no,0.5,no,15,yes,42,0.6,153,,16,725,1882,3564,12,1,17,yes,no,no,3
548,no,1,yes,0,yes,56,0.4,146,four,14,657,1657,562,17,14,8,yes,yes,yes,0
916,yes,0.5,no,0,yes,47,0.2,82,four,1,1147,1393,1659,11,10,11,yes,yes,no,1
1783,yes,0.5,no,8,no,14,0.6,183,,11,910,1566,1816,12,7,7,no,no,yes,2
1083,yes,1.4,yes,2,yes,49,0.8,156,five,9,295,503,1338,16,8,5,yes,yes,yes,0
1698,no,2.8,no,10,yes,7,0.8,131,,12,26,508,2992,15,3,17,yes,yes,no,2
1969,no,0.8,yes,5,yes,7,0.2,85,,20,332,764,315,16,7,7,yes,yes,no,0
869,no,1.9,no,0,no,2,0.6,197,seven,3,519,533,3249,19,0,12,no,no,yes,2
1337,yes,2.7,yes,0,no,5,0.7,200,four,1,161,1029,3242,10,1,20,no,yes,no,2
637,yes,0.8,yes,2,no,28,0.6,194,four,6,1080,1289,2725,15,10,7,no,no,no,2
833,yes,0.6,yes,0,yes,27,0.3,145,four,2,649,1290,586,19,8,19,yes,no,yes,0
1248,no,2.4,no,6,yes,9,0.4,89,three,8,71,1686,2454,9,8,13,yes,yes,no,2
1174,yes,0.9,no,7,no,30,1,147,four,20,744,1244,804,17,14,16,no,yes,yes,0
1831,yes,2.3,no,3,yes,44,0.2,148,seven,14,437,1113,2460,10,5,18,yes,no,no,2
1002,no,2.6,yes,7,no,27,0.1,146,one,10,115,1111,1295,18,15,17,yes,no,yes,0
1010,yes,2,yes,2,yes,8,0.9,139,five,3,547,957,2625,15,11,12,yes,yes,no,2
1117,yes,0.5,yes,2,no,21,0.1,177,two,19,495,1035,1999,15,9,2,yes,no,yes,1
990,yes,2.7,yes,3,no,15,0.9,153,two,7,1466,1717,2698,11,8,6,yes,no,no,2
1564,no,1.4,no,5,yes,26,0.1,129,six,16,117,1115,3742,13,3,13,yes,yes,no,3
1065,no,2.8,yes,0,yes,21,0.1,158,five,3,760,1722,1193,16,13,20,yes,no,yes,1
1982,no,1.1,no,12,no,24,0.1,129,seven,16,764,1873,3511,16,14,15,yes,yes,yes,3
1607,no,1.1,yes,6,yes,20,1,192,two,8,776,1005,885,11,1,14,yes,yes,no,0
1066,no,3,yes,6,yes,5,0.5,167,five,7,53,1504,1044,8,7,11,yes,no,no,0
681,no,0.5,yes,12,yes,17,0.9,194,five,19,371,1702,2548,6,1,5,yes,no,yes,2
1163,yes,2.1,yes,0,yes,19,0.9,132,two,1,728,818,2940,13,0,15,yes,no,yes,2
1285,no,0.8,yes,4,yes,11,0.8,199,five,7,1791,1896,3966,17,15,2,yes,yes,yes,3
753,yes,0.5,no,11,yes,48,0.1,121,,20,606,1316,3484,11,10,16,yes,no,no,3
1779,yes,2.6,yes,2,no,5,0.8,90,one,3,1225,1717,1246,12,2,20,no,yes,no,1
987,yes,1.9,no,4,yes,52,0.5,83,three,8,419,736,2757,17,12,15,yes,yes,no,2
511,no,0.9,yes,15,yes,24,0.6,136,three,18,367,1264,2378,18,3,4,yes,no,no,1
1044,no,1.8,no,4,yes,12,0.7,104,six,5,1230,1263,1794,18,7,19,yes,yes,yes,1
1855,no,0.5,no,5,no,32,0.6,187,,18,267,1161,3933,7,0,7,yes,no,yes,3
946,yes,1.4,no,9,no,26,0.1,186,six,10,273,891,1637,7,3,6,yes,no,yes,0
657,yes,1.9,yes,2,no,21,0.1,110,,8,705,1905,783,6,1,11,yes,yes,no,0
1673,yes,1.6,no,2,no,42,0.5,182,five,6,214,679,3094,12,4,20,no,no,no,2
731,yes,0.5,yes,0,yes,28,0.5,130,,0,424,1032,1774,12,8,10,yes,no,no,1
926,yes,0.8,no,6,yes,59,0.8,161,seven,14,84,793,256,18,7,2,yes,no,yes,0
1261,no,0.5,no,3,yes,52,0.3,86,two,9,605,1429,1365,9,3,16,yes,no,yes,1
618,no,1.1,no,11,yes,45,0.2,188,three,20,1175,1586,2339,19,2,10,yes,yes,no,2
936,yes,2.3,no,5,yes,57,0.2,129,two,6,657,938,2049,12,8,5,yes,yes,no,1
1485,yes,0.9,yes,0,yes,28,0.8,158,five,1,371,1023,3241,14,11,11,yes,yes,no,3
1339,yes,0.5,yes,10,yes,21,0.5,80,four,11,833,1441,867,8,3,3,yes,yes,no,0
508,yes,1.3,no,1,no,50,0.7,82,five,9,102,1195,2175,14,4,14,no,no,yes,1
1938,yes,0.5,yes,5,no,44,0.5,121,two,9,1299,1935,3497,18,10,18,no,yes,no,3
995,no,1.3,yes,1,no,10,0.1,104,four,3,258,1889,609,11,3,5,yes,no,yes,0
1086,yes,1.7,yes,0,yes,43,0.2,111,six,1,56,1150,3285,11,5,17,yes,yes,no,2
1322,no,2.3,yes,1,yes,35,0.1,157,one,3,443,708,3684,15,8,6,yes,no,no,3
1864,no,1.9,yes,2,no,57,0.1,181,six,6,1279,1793,3586,19,9,8,no,no,yes,3
1944,yes,0.5,no,1,yes,26,0.5,92,four,9,313,712,2322,19,8,7,yes,no,yes,2
581,no,0.6,no,5,yes,56,0.2,180,two,10,523,565,354,10,4,13,yes,yes,yes,0
1020,yes,0.7,yes,3,yes,27,0.7,128,four,4,919,1482,3204,18,1,9,yes,no,yes,3
1936,no,1.3,no,2,no,44,0.1,139,three,3,570,1021,1400,17,7,3,no,no,yes,1
1329,yes,1.7,no,5,yes,23,0.6,198,,6,380,682,2308,11,10,9,yes,yes,no,1
808,yes,0.5,yes,3,no,46,0.5,105,,15,119,529,1082,15,5,10,yes,no,yes,0
994,no,1.2,yes,4,no,40,0.9,164,two,17,296,839,3104,17,7,11,no,no,no,2
1811,yes,2,no,3,yes,22,0.2,82,two,8,358,614,2847,9,2,4,yes,no,yes,2
765,yes,2.5,no,3,no,44,0.3,88,,11,1364,1851,2256,6,1,19,no,yes,yes,2
993,yes,2.3,yes,0,no,16,0.4,106,seven,13,424,1639,1113,14,1,6,no,no,yes,0
1136,yes,1.6,no,15,no,32,0.5,150,six,19,961,1030,3210,10,3,8,yes,yes,yes,3
719,yes,0.5,yes,0,yes,23,0.4,113,six,9,431,1727,3990,14,9,12,yes,yes,yes,3
733,yes,0.6,yes,0,no,63,0.3,105,seven,10,950,1739,984,17,4,9,yes,no,yes,0
1946,no,2.7,yes,8,no,8,0.3,123,,19,647,1849,3117,6,0,2,yes,no,no,3
1230,yes,1.6,no,0,yes,48,0.7,111,seven,2,1960,1963,1622,18,17,16,yes,yes,yes,2
1577,no,1,yes,0,yes,64,0.1,105,three,7,116,1432,2967,7,3,7,yes,yes,yes,3
1514,yes,1.4,no,3,yes,12,0.6,138,three,4,306,538,1037,15,3,15,yes,no,yes,0
579,yes,2.5,no,3,no,7,1,89,,10,808,1517,2908,12,4,11,no,no,yes,2
574,yes,3,no,1,yes,30,0.9,126,two,3,94,1334,1167,5,3,19,yes,no,no,0
1072,yes,2.2,yes,6,no,19,0.4,114,,16,380,877,2715,15,9,16,no,yes,no,2
843,no,1.3,yes,1,no,16,0.9,119,seven,4,593,732,1734,17,8,14,no,no,yes,1
1492,yes,1.5,no,5,no,11,0.9,85,three,7,1684,1746,2259,14,12,19,no,yes,yes,3
1807,yes,2.9,no,0,no,16,0.2,125,three,0,1221,1415,2921,8,5,17,no,yes,no,3
909,yes,0.7,yes,7,no,47,0.1,146,three,9,410,1643,1244,14,10,16,no,yes,no,0
1876,no,1.3,yes,9,yes,64,1,98,three,19,600,1211,3132,17,0,2,yes,yes,yes,3
1436,yes,2.4,yes,3,yes,23,0.3,106,five,4,189,1411,2488,8,4,8,yes,no,no,2
1251,no,0.5,yes,10,yes,29,0.7,133,six,16,308,591,1052,11,9,11,yes,no,no,0
636,no,0.5,no,8,yes,28,0.9,152,two,15,148,742,2927,15,6,3,yes,no,no,2
1354,yes,0.7,yes,3,yes,26,0.5,136,four,6,297,918,2090,5,1,13,yes,yes,no,1
930,yes,0.5,yes,3,yes,34,0.5,190,four,16,1050,1726,2131,7,2,6,yes,no,yes,2
1830,yes,1,no,7,yes,47,0.3,117,one,11,1191,1882,3362,13,10,11,yes,no,no,3
1424,no,0.5,yes,16,yes,23,0.6,80,four,18,1399,1663,1053,14,11,16,yes,yes,yes,1
583,yes,0.9,yes,1,no,51,0.9,88,,2,1658,1794,1799,16,9,7,no,yes,no,1
648,yes,0.5,yes,9,yes,54,0.4,109,five,20,1153,1817,3124,5,0,13,yes,no,no,3
1203,yes,0.5,yes,0,yes,11,0.9,109,two,12,35,510,1672,17,13,19,yes,yes,no,0
1777,no,2.2,yes,0,no,15,0.2,100,four,7,553,874,1552,10,8,10,yes,yes,no,1
1299,yes,2.8,yes,0,no,64,0.5,83,six,6,46,908,1938,19,8,5,yes,no,yes,1
1494,no,1.9,no,2,yes,47,0.4,129,two,9,207,1177,3202,13,1,14,yes,no,no,3
527,no,0.7,yes,4,no,53,0.9,128,one,11,67,1924,1302,13,7,13,no,no,no,0
793,yes,2.8,yes,1,yes,64,0.4,179,four,2,818,1006,2296,12,0,5,yes,yes,no,1
873,yes,0.5,yes,6,no,8,0.6,152,seven,9,1257,1411,575,15,8,7,yes,no,yes,0
722,no,1.1,no,12,no,12,1,93,six,20,138,1371,2359,13,6,3,no,no,no,1
1250,yes,1.5,no,14,yes,20,0.4,167,five,18,11,1020,3314,6,5,6,yes,yes,yes,2
1358,no,1.7,no,0,no,60,0.6,147,three,1,889,1635,440,14,10,13,yes,no,no,0
1035,yes,1.9,yes,8,no,11,1,173,six,10,831,1709,2002,17,8,5,yes,yes,no,1
1289,no,0.8,yes,3,yes,16,0.9,161,six,17,713,1854,3167,14,8,20,yes,yes,no,3
1445,no,2.2,yes,2,no,37,0.4,82,two,6,527,1393,3480,17,16,17,yes,yes,yes,3
1702,yes,2.3,yes,12,yes,47,0.6,107,two,19,1284,1643,595,10,0,19,yes,no,yes,1
534,no,0.5,yes,4,no,2,0.2,85,five,16,911,1220,2466,5,3,18,no,yes,yes,2
628,yes,1.8,no,5,no,60,0.2,87,six,6,1047,1534,1337,12,7,14,no,yes,no,1
713,no,1.4,yes,4,no,53,0.8,98,one,17,123,1477,1462,19,18,13,yes,no,yes,0
1207,no,0.5,no,0,no,58,0.3,112,,0,406,681,503,7,3,5,yes,yes,no,0
683,yes,2.1,no,7,no,30,0.1,197,seven,8,927,1135,2066,9,0,15,no,no,no,1
594,yes,2.6,no,1,no,27,0.1,196,five,2,407,528,708,17,5,17,no,yes,yes,0
537,yes,2,no,1,yes,55,0.3,103,seven,2,1041,1430,2029,10,5,12,yes,yes,yes,1
1565,yes,0.5,no,0,no,38,0.1,121,five,1,781,1364,308,19,17,7,yes,yes,yes,0
1052,no,0.9,no,1,no,6,0.8,195,four,16,1191,1839,552,6,1,11,no,no,yes,0
713,no,1.6,no,4,yes,63,0.7,89,two,8,103,1760,2082,15,10,12,yes,no,no,1
1766,yes,0.5,yes,1,no,16,0.6,141,five,7,125,1227,3314,9,7,17,no,no,yes,3
584,yes,1.7,yes,1,yes,19,0.4,199,four,4,919,1343,3996,12,9,17,yes,yes,yes,3
1541,yes,1.5,yes,6,yes,5,0.5,109,four,10,536,1656,1795,7,3,4,yes,yes,yes,1
837,no,2.4,yes,1,no,51,0.2,104,five,15,638,1831,594,16,6,20,yes,no,yes,0
935,yes,0.5,yes,3,yes,58,0.1,155,five,12,639,1087,2473,10,4,9,yes,no,yes,2
665,yes,0.7,no,0,yes,31,0.1,185,five,2,496,1804,690,5,2,15,yes,no,no,0
680,yes,2.4,no,13,yes,34,0.4,157,two,17,686,1418,3845,15,1,4,yes,yes,yes,3
877,no,1.5,yes,0,yes,17,0.1,195,seven,0,1064,1985,2004,11,8,9,yes,yes,yes,1
1493,no,1.5,yes,13,no,53,0.5,102,five,16,240,1414,2083,19,15,20,no,yes,yes,2
1762,no,0.6,no,3,yes,26,0.1,83,six,14,525,704,2661,9,7,4,yes,yes,no,2
842,yes,1.8,yes,4,no,57,1,124,three,10,348,730,1903,8,4,14,no,yes,no,1
925,yes,2.1,no,9,no,56,0.2,196,one,14,1262,1520,2466,8,0,5,yes,no,no,2
1692,no,2.1,no,4,yes,2,0.9,106,one,17,1899,1904,3779,9,3,7,yes,yes,yes,3
1576,yes,2.2,no,8,no,5,0.7,139,three,17,258,789,3904,5,1,7,yes,yes,yes,3
1065,no,1.7,yes,4,yes,48,0.3,162,six,8,1188,1948,265,8,0,12,yes,no,no,0
958,yes,1.6,no,9,yes,60,0.4,200,one,12,730,751,1417,10,4,19,yes,no,yes,0
623,yes,0.8,no,6,yes,26,0.3,197,seven,12,484,1238,1769,10,1,16,yes,no,no,1
897,no,1.4,yes,1,no,17,0.4,171,one,2,547,1852,2948,12,3,5,no,no,yes,2
1110,no,1.5,no,4,yes,41,0.1,152,three,16,800,1455,2572,16,5,16,yes,no,yes,2
616,yes,2.2,no,3,yes,21,0.8,150,seven,4,347,513,3267,17,9,19,yes,no,no,2
1680,yes,1.2,yes,6,yes,37,0.7,168,four,7,679,1231,1459,15,3,2,yes,yes,no,1
1715,no,1.3,no,0,yes,12,0.3,94,,6,1224,1676,1633,15,10,5,yes,yes,yes,2
983,no,0.6,yes,0,yes,45,0.1,130,four,11,948,1205,2052,5,3,6,yes,no,yes,1
720,yes,0.9,yes,12,yes,14,0.8,165,four,14,366,1234,1086,14,7,3,yes,yes,no,0
1660,no,0.6,no,2,yes,24,0.8,169,two,3,223,1777,2402,12,10,14,yes,yes,yes,2
1564,no,1.5,yes,1,no,42,0.7,108,two,2,1619,1962,3376,7,0,7,no,yes,no,3
592,no,0.8,yes,1,no,52,0.9,103,seven,10,332,970,1507,5,0,4,no,no,yes,0
969,no,1.8,yes,2,yes,44,0.6,158,three,7,167,909,641,9,1,8,yes,no,yes,0
1356,yes,0.5,yes,0,no,35,0.8,131,one,19,782,951,3451,5,2,17,yes,yes,yes,3
504,yes,1,no,8,no,14,0.5,189,seven,9,881,1129,1607,15,0,10,yes,yes,yes,0
1546,yes,0.5,yes,3,yes,6,0.2,101,one,4,91,1317,3521,15,11,9,yes,no,no,3
689,no,2.9,yes,3,yes,7,0.8,147,two,6,487,722,1241,9,0,16,yes,no,no,0
1685,no,0.6,no,14,no,16,0.6,137,seven,15,120,1429,881,6,3,17,no,yes,yes,0
1792,yes,1,no,3,yes,62,0.3,170,seven,8,1626,1913,2563,18,14,15,yes,no,yes,3
1786,no,1.2,no,11,no,61,0.1,123,three,14,74,865,3033,14,11,17,no,yes,no,3
1944,no,0.6,yes,9,yes,59,0.2,132,seven,10,634,1079,769,19,13,3,yes,no,yes,0
1077,yes,2.5,no,13,yes,49,0.6,131,four,14,334,1079,3454,17,11,2,yes,no,yes,3
648,yes,1.8,no,1,yes,60,0.1,195,four,4,931,1811,819,10,3,4,yes,no,no,0
1702,yes,0.5,yes,8,no,2,0.6,185,six,19,921,1351,435,12,9,3,no,yes,yes,0
1571,no,2.9,no,1,no,30,0.9,150,seven,3,805,956,586,10,9,4,no,yes,yes,0
856,yes,1.1,yes,14,yes,19,0.7,125,six,19,1057,1931,650,17,0,10,yes,no,yes,0
1786,no,2.6,no,6,no,14,1,115,four,15,616,912,3038,18,0,14,yes,no,no,3
914,yes,0.7,no,1,yes,60,0.9,198,five,4,740,840,3736,14,8,5,yes,no,no,3
1615,yes,2.8,no,3,no,9,0.9,117,one,13,542,678,2948,8,3,3,yes,yes,no,2
649,yes,1.4,no,4,yes,19,0.8,190,seven,12,344,1551,739,18,1,2,yes,yes,no,0
1646,no,2.5,no,3,yes,25,0.6,200,two,5,211,1608,686,8,6,11,yes,yes,no,0
1189,yes,1.9,no,5,no,7,0.5,164,two,20,79,615,841,13,10,11,no,yes,no,0
1043,no,2.7,no,3,no,29,0.2,83,,17,887,893,1183,5,3,8,yes,no,no,0
1920,no,0.6,yes,3,yes,19,0.5,131,three,8,670,1152,3943,13,0,4,yes,yes,no,3
1220,yes,2.8,no,1,no,54,0.7,109,seven,20,383,1249,1037,6,4,15,yes,no,no,0
1748,yes,0.5,yes,11,yes,53,0.5,114,four,20,718,1109,2633,16,0,9,yes,no,no,2
907,yes,2.6,yes,7,no,44,0.2,160,three,12,144,896,3911,13,6,8,no,no,no,3
1193,yes,2.3,no,7,no,20,1,158,seven,13,1442,1904,1958,7,5,2,yes,no,no,2
1766,yes,0.5,yes,1,yes,22,0.8,122,,4,291,1318,3297,7,5,16,yes,no,no,3
1278,yes,1,no,7,yes,24,0.8,170,three,16,1352,1775,3141,6,2,11,yes,yes,yes,3
1234,no,1.7,yes,8,no,17,0.9,174,six,15,209,725,3351,12,9,19,no,no,yes,2
1961,yes,1.5,no,10,no,55,0.5,100,seven,20,861,1888,2355,14,7,6,yes,yes,yes,3
1745,no,2.9,no,0,yes,3,0.9,105,three,0,426,1629,1308,5,0,2,yes,yes,no,1
1442,no,0.6,yes,1,no,27,0.4,127,five,8,266,642,991,14,8,7,yes,no,no,0
1083,yes,2.9,yes,1,yes,39,1,173,,2,523,542,3248,8,6,6,yes,no,yes,2
868,yes,0.9,no,5,no,5,0.4,137,four,7,40,1311,1519,13,0,2,no,no,yes,0
864,no,1.6,yes,0,yes,53,0.3,88,six,1,262,1436,493,18,9,10,yes,yes,no,0
1142,yes,1.2,no,0,no,2,0.6,114,six,0,623,769,1747,7,0,14,no,yes,no,1
608,yes,0.5,yes,0,no,64,0.9,94,four,0,4,1351,2517,16,8,7,yes,yes,yes,1
983,no,1.8,no,0,yes,53,0.9,187,one,4,1001,1176,1389,17,8,8,yes,yes,yes,1
1720,no,1.6,no,18,yes,2,0.8,188,five,20,334,896,2522,10,5,2,yes,no,yes,2
1802,yes,1.2,yes,8,no,27,0.5,116,five,16,453,963,1885,10,9,7,yes,yes,no,2
591,no,2.1,yes,18,yes,16,0.5,196,seven,20,952,1726,704,14,5,4,yes,yes,yes,0
1205,yes,2.7,no,5,no,10,0.1,163,six,10,321,1870,953,18,11,20,no,yes,yes,0
1369,yes,1.7,yes,3,no,28,0.6,108,one,18,1451,1469,3206,16,15,4,no,no,no,3
713,no,0.9,yes,0,no,42,0.1,94,one,14,1048,1123,928,12,10,9,no,no,yes,0
1082,no,2.3,yes,11,no,2,1,101,four,20,398,724,2177,12,2,17,no,yes,no,1
1719,yes,2.1,yes,0,no,52,0.1,187,three,1,417,520,2610,10,1,11,yes,yes,yes,2
1544,no,2.4,no,18,yes,12,0.1,186,seven,20,470,844,489,9,4,2,yes,no,yes,0
1090,yes,2.3,no,1,yes,8,0.6,128,,8,1217,1670,3839,17,3,11,yes,no,yes,3
